video_id,likes,dislikes,comment_count,thumbnail_link
YL9sNrOlK-I,31069,614,2060,https://i.ytimg.com/vi/YL9sNrOlK-I/default.jpg
a8gzChJsvEo,37594,3222,6476,https://i.ytimg.com/vi/a8gzChJsvEo/default.jpg
_KEN-cxmGw8,7740,1000,2216,https://i.ytimg.com/vi/_KEN-cxmGw8/default.jpg
O5xqc3NcNVI,3315,51,641,https://i.ytimg.com/vi/O5xqc3NcNVI/default.jpg
evhLzq7Gsak,11281,4821,7889,https://i.ytimg.com/vi/evhLzq7Gsak/default.jpg
ggpoZyF2lU0,18329,499,595,https://i.ytimg.com/vi/ggpoZyF2lU0/default.jpg
mOvMR9K4YNc,3756,42,133,https://i.ytimg.com/vi/mOvMR9K4YNc/default.jpg
nVrkQyLS4oE,27078,350,1479,https://i.ytimg.com/vi/nVrkQyLS4oE/default.jpg
XMAMyhK-CHg,5925,156,1637,https://i.ytimg.com/vi/XMAMyhK-CHg/default.jpg
SLJYTr78NUQ,3920,59,351,https://i.ytimg.com/vi/SLJYTr78NUQ/default.jpg
o9zRQijCN5w,22622,280,931,https://i.ytimg.com/vi/o9zRQijCN5w/default.jpg
ljEjBIZ2qCQ,12120,355,1574,https://i.ytimg.com/vi/ljEjBIZ2qCQ/default.jpg
hzCeq0-Vd1U,3004,273,444,https://i.ytimg.com/vi/hzCeq0-Vd1U/default.jpg
3XklsSF53pc,22171,594,1832,https://i.ytimg.com/vi/3XklsSF53pc/default.jpg
k9oMv0JzCn8,338,23,48,https://i.ytimg.com/vi/k9oMv0JzCn8/default.jpg
2nJ3U5dzvPs,2081,64,231,https://i.ytimg.com/vi/2nJ3U5dzvPs/default.jpg
iEHB_opjO0k,136,2,7,https://i.ytimg.com/vi/iEHB_opjO0k/default.jpg
4xN-jUfJAyM,394027,2146,33771,https://i.ytimg.com/vi/4xN-jUfJAyM/default.jpg
lb0Ymam2Za0,83130,2147,53811,https://i.ytimg.com/vi/lb0Ymam2Za0/default.jpg
f3uZxD39awA,2699,1854,2193,https://i.ytimg.com/vi/f3uZxD39awA/default.jpg
5qxqo2CQakA,32877,8199,2986,https://i.ytimg.com/vi/5qxqo2CQakA/default.jpg
CXK3OiDgymo,25486,259,808,https://i.ytimg.com/vi/CXK3OiDgymo/default.jpg
ipuU0hHYiF4,41153,2522,5026,https://i.ytimg.com/vi/ipuU0hHYiF4/default.jpg
xe8Id7pDNOM,11850,251,2833,https://i.ytimg.com/vi/xe8Id7pDNOM/default.jpg
UXm1xHECZu0,26610,145,2263,https://i.ytimg.com/vi/UXm1xHECZu0/default.jpg
xegUPsJaUKc,7283,107,430,https://i.ytimg.com/vi/xegUPsJaUKc/default.jpg
dkUF_rHF-K8,1507,270,221,https://i.ytimg.com/vi/dkUF_rHF-K8/default.jpg
be3BHwNi58A,490,137,361,https://i.ytimg.com/vi/be3BHwNi58A/default.jpg
q9bGAAYR2MY,5445,237,480,https://i.ytimg.com/vi/q9bGAAYR2MY/default.jpg
W8_T7MMywcs,1739,44,249,https://i.ytimg.com/vi/W8_T7MMywcs/default.jpg
exYLX9xGoyo,29150,260,4980,https://i.ytimg.com/vi/exYLX9xGoyo/default.jpg
QgaYsdnOMiM,24723,298,2511,https://i.ytimg.com/vi/QgaYsdnOMiM/default.jpg
w2A8q3XIhu0,23604,271,1305,https://i.ytimg.com/vi/w2A8q3XIhu0/default.jpg
29FW8nTF0Ww,1569,54,962,https://i.ytimg.com/vi/29FW8nTF0Ww/default.jpg
-5WBCrazSfg,6289,103,626,https://i.ytimg.com/vi/-5WBCrazSfg/default.jpg
IbVR4kzVQrk,715,129,160,https://i.ytimg.com/vi/IbVR4kzVQrk/default.jpg
r5g85U5lJso,14395,588,968,https://i.ytimg.com/vi/r5g85U5lJso/default.jpg
8mFUhpKz01s,9031,241,965,https://i.ytimg.com/vi/8mFUhpKz01s/default.jpg
6tiphMs-dCY,65466,1685,2284,https://i.ytimg.com/vi/6tiphMs-dCY/default.jpg
o7OwzKm8aa0,22861,447,1896,https://i.ytimg.com/vi/o7OwzKm8aa0/default.jpg
UqItlHUSN-4,111536,3305,10454,https://i.ytimg.com/vi/UqItlHUSN-4/default.jpg
Q0hEOLm6Wrs,2192,153,169,https://i.ytimg.com/vi/Q0hEOLm6Wrs/default.jpg
c5_LROaHGtw,276192,452,13060,https://i.ytimg.com/vi/c5_LROaHGtw/default.jpg
UVaeRX9LybU,59314,1949,11732,https://i.ytimg.com/vi/UVaeRX9LybU/default.jpg
pDi7cezk9CA,161358,2876,22240,https://i.ytimg.com/vi/pDi7cezk9CA/default.jpg
e7b5hbWvWEQ,15834,361,832,https://i.ytimg.com/vi/e7b5hbWvWEQ/default.jpg
KrxDhokzEv4,24368,837,4077,https://i.ytimg.com/vi/KrxDhokzEv4/default.jpg
hYip_Vuv8J0,4856,259,742,https://i.ytimg.com/vi/hYip_Vuv8J0/default.jpg
2fGXDFiFBhg,206489,18261,51847,https://i.ytimg.com/vi/2fGXDFiFBhg/default.jpg
Wzvr_rtI82w,147250,1028,39190,https://i.ytimg.com/vi/Wzvr_rtI82w/default.jpg
hkFYWyy9Jek,103656,532,6036,https://i.ytimg.com/vi/hkFYWyy9Jek/default.jpg
Kd1xVG6f2No,6548,507,3443,https://i.ytimg.com/vi/Kd1xVG6f2No/default.jpg
YsXK7vGLoTA,5945,404,2639,https://i.ytimg.com/vi/YsXK7vGLoTA/default.jpg
NKin_i1pcFA,29549,1017,7822,https://i.ytimg.com/vi/NKin_i1pcFA/default.jpg
Fjm81OPZbpU,30890,381,1791,https://i.ytimg.com/vi/Fjm81OPZbpU/default.jpg
zX1_qEVop0Q,4706,207,334,https://i.ytimg.com/vi/zX1_qEVop0Q/default.jpg
sOIBkZsGb0A,5670,399,614,https://i.ytimg.com/vi/sOIBkZsGb0A/default.jpg
1vc1cKeor5A,2909,60,606,https://i.ytimg.com/vi/1vc1cKeor5A/default.jpg
_UlPkHa4POE,22241,262,700,https://i.ytimg.com/vi/_UlPkHa4POE/default.jpg
lU9xmWHBTXA,9595,237,1565,https://i.ytimg.com/vi/lU9xmWHBTXA/default.jpg
d8GHT9nK66Y,13243,583,382,https://i.ytimg.com/vi/d8GHT9nK66Y/default.jpg
Kx-TGqqMuPU,103,8,23,https://i.ytimg.com/vi/Kx-TGqqMuPU/default.jpg
GBhrvR838Ag,1253,708,1140,https://i.ytimg.com/vi/GBhrvR838Ag/default.jpg
yef_HfQoBd8,27191,1604,3063,https://i.ytimg.com/vi/yef_HfQoBd8/default.jpg
WLagbArQsuE,30831,354,1679,https://i.ytimg.com/vi/WLagbArQsuE/default.jpg
FA_gIAGNDQ8,1304,55,301,https://i.ytimg.com/vi/FA_gIAGNDQ8/default.jpg
e5IRkF20JmU,26655,521,10388,https://i.ytimg.com/vi/e5IRkF20JmU/default.jpg
NuKHa6c2LuU,2314,55,271,https://i.ytimg.com/vi/NuKHa6c2LuU/default.jpg
9BAwZN16yo8,891,29,425,https://i.ytimg.com/vi/9BAwZN16yo8/default.jpg
S2Cq_TpNXoQ,3997,204,431,https://i.ytimg.com/vi/S2Cq_TpNXoQ/default.jpg
m7CtnR47w20,19172,255,1698,https://i.ytimg.com/vi/m7CtnR47w20/default.jpg
n26wtR-OFr8,13,0,3,https://i.ytimg.com/vi/n26wtR-OFr8/default.jpg
TNRrY8m71u4,2986,30,505,https://i.ytimg.com/vi/TNRrY8m71u4/default.jpg
R0KavFAQs0A,242,3,26,https://i.ytimg.com/vi/R0KavFAQs0A/default.jpg
8pffcngJJq0,524,127,0,https://i.ytimg.com/vi/8pffcngJJq0/default.jpg
xF9kTkjrHdQ,10,0,1,https://i.ytimg.com/vi/xF9kTkjrHdQ/default.jpg
exLJr1ScSKY,7635,147,830,https://i.ytimg.com/vi/exLJr1ScSKY/default.jpg
aQzai9oXb-g,17727,311,1083,https://i.ytimg.com/vi/aQzai9oXb-g/default.jpg
cpB-tg6eK3k,88,65,131,https://i.ytimg.com/vi/cpB-tg6eK3k/default.jpg
F1b5ouja_VI,41177,534,1967,https://i.ytimg.com/vi/F1b5ouja_VI/default.jpg
bkwLxcfcKTY,2520,75,298,https://i.ytimg.com/vi/bkwLxcfcKTY/default.jpg
npCluN5VHF0,3095,38,413,https://i.ytimg.com/vi/npCluN5VHF0/default.jpg
AV5TOlGFHk0,4318,435,3778,https://i.ytimg.com/vi/AV5TOlGFHk0/default.jpg
D_Rl7NSpp60,3355,121,297,https://i.ytimg.com/vi/D_Rl7NSpp60/default.jpg
dHDn26UX4aw,12470,1269,1850,https://i.ytimg.com/vi/dHDn26UX4aw/default.jpg
kTlv5_Bs8aw,2833109,51837,553201,https://i.ytimg.com/vi/kTlv5_Bs8aw/default.jpg
58sRIu0PUok,9379,75,419,https://i.ytimg.com/vi/58sRIu0PUok/default.jpg
RJyb4Nzi-qo,7521,130,843,https://i.ytimg.com/vi/RJyb4Nzi-qo/default.jpg
VTVLcK2zybM,90616,521,12855,https://i.ytimg.com/vi/VTVLcK2zybM/default.jpg
VYzDZ1qeKEc,138258,15783,31671,https://i.ytimg.com/vi/VYzDZ1qeKEc/default.jpg
JcC5VGOx8I8,91407,516,1963,https://i.ytimg.com/vi/JcC5VGOx8I8/default.jpg
UceaB4D0jpo,1468281,45266,106127,https://i.ytimg.com/vi/UceaB4D0jpo/default.jpg
WkzmaFnPKOs,12000,40,782,https://i.ytimg.com/vi/WkzmaFnPKOs/default.jpg
wgiW1uFZYr8,7890,158,831,https://i.ytimg.com/vi/wgiW1uFZYr8/default.jpg
ir8UofAKNCM,11331,153,1158,https://i.ytimg.com/vi/ir8UofAKNCM/default.jpg
IjKdDRfJGT8,2683,102,125,https://i.ytimg.com/vi/IjKdDRfJGT8/default.jpg
bvBNvAMeovw,6600,321,1887,https://i.ytimg.com/vi/bvBNvAMeovw/default.jpg
LgmxMuW6Fsc,95252,5022,6007,https://i.ytimg.com/vi/LgmxMuW6Fsc/default.jpg
2nshBD9EbxE,46456,966,2101,https://i.ytimg.com/vi/2nshBD9EbxE/default.jpg
S91qCkeiu3U,65,139,89,https://i.ytimg.com/vi/S91qCkeiu3U/default.jpg
J6H6ND35Swc,30,6,19,https://i.ytimg.com/vi/J6H6ND35Swc/default.jpg
jBzwpspHssw,104,3,17,https://i.ytimg.com/vi/jBzwpspHssw/default.jpg
X6NyvN4ZTik,210,64,56,https://i.ytimg.com/vi/X6NyvN4ZTik/default.jpg
2BE4X3bYpxY,319799,17625,19862,https://i.ytimg.com/vi/2BE4X3bYpxY/default.jpg
cHB_s970Uyw,149063,6026,17960,https://i.ytimg.com/vi/cHB_s970Uyw/default.jpg
jjwiwepvS1o,2107,109,443,https://i.ytimg.com/vi/jjwiwepvS1o/default.jpg
Z1rZAT2GtmI,57204,3730,5758,https://i.ytimg.com/vi/Z1rZAT2GtmI/default.jpg
qu-biRtYEcU,1396,5847,2822,https://i.ytimg.com/vi/qu-biRtYEcU/default.jpg
tMLy3u0I8VI,5660,171,1092,https://i.ytimg.com/vi/tMLy3u0I8VI/default.jpg
Ca89nJLefXY,248,21,41,https://i.ytimg.com/vi/Ca89nJLefXY/default.jpg
LS6xrrsU1G0,403,325,73,https://i.ytimg.com/vi/LS6xrrsU1G0/default.jpg
l7VfDVVxiMM,15582,2565,3667,https://i.ytimg.com/vi/l7VfDVVxiMM/default.jpg
EBt_88nxG4c,538866,23945,35522,https://i.ytimg.com/vi/EBt_88nxG4c/default.jpg
#NAME?,10334,2088,975,https://i.ytimg.com/vi/-xt_j2aIAkg/default.jpg
CzmIrPvIzxk,56909,1822,6778,https://i.ytimg.com/vi/CzmIrPvIzxk/default.jpg
09lz1fRBBsY,22855,265,2386,https://i.ytimg.com/vi/09lz1fRBBsY/default.jpg
EaC6LTIxBrA,4108,91,813,https://i.ytimg.com/vi/EaC6LTIxBrA/default.jpg
OHOkdEBpwDc,95273,2884,17181,https://i.ytimg.com/vi/OHOkdEBpwDc/default.jpg
I6N-XuYllgA,105818,1318,4701,https://i.ytimg.com/vi/I6N-XuYllgA/default.jpg
lR-oJvKJyUY,31039,1633,3779,https://i.ytimg.com/vi/lR-oJvKJyUY/default.jpg
Da2crn5NXc4,72107,3159,1238,https://i.ytimg.com/vi/Da2crn5NXc4/default.jpg
RP3UsFrDJfY,78248,1279,4975,https://i.ytimg.com/vi/RP3UsFrDJfY/default.jpg
Y1GgsGcuk7U,1556,133,381,https://i.ytimg.com/vi/Y1GgsGcuk7U/default.jpg
44szOPIixaU,19210,400,1729,https://i.ytimg.com/vi/44szOPIixaU/default.jpg
FaxqVBYVOVU,9132,103,736,https://i.ytimg.com/vi/FaxqVBYVOVU/default.jpg
1dQEfL2BfUM,18269,333,784,https://i.ytimg.com/vi/1dQEfL2BfUM/default.jpg
vFK7oWLWapc,11440,2208,3183,https://i.ytimg.com/vi/vFK7oWLWapc/default.jpg
ODuU3wkNqfk,456,13,63,https://i.ytimg.com/vi/ODuU3wkNqfk/default.jpg
puREqwXzyCI,13150,1027,1843,https://i.ytimg.com/vi/puREqwXzyCI/default.jpg
AtIoXmGwyfA,628,8,127,https://i.ytimg.com/vi/AtIoXmGwyfA/default.jpg
qgGooEyeNNc,54153,273,2689,https://i.ytimg.com/vi/qgGooEyeNNc/default.jpg
fIElFIuzGLI,6833,1059,1448,https://i.ytimg.com/vi/fIElFIuzGLI/default.jpg
lJM8qqEy35c,950,91,881,https://i.ytimg.com/vi/lJM8qqEy35c/default.jpg
PQX93KCpcCo,56,2,4,https://i.ytimg.com/vi/PQX93KCpcCo/default.jpg
PCVtE3wRNPg,92953,3949,4342,https://i.ytimg.com/vi/PCVtE3wRNPg/default.jpg
taxAD2LePy8,38869,504,3750,https://i.ytimg.com/vi/taxAD2LePy8/default.jpg
nXDZCuFESSU,123,13,12,https://i.ytimg.com/vi/nXDZCuFESSU/default.jpg
DpSWgZVIfi8,34369,332,1393,https://i.ytimg.com/vi/DpSWgZVIfi8/default.jpg
HszBf-CJeVE,67227,772,2875,https://i.ytimg.com/vi/HszBf-CJeVE/default.jpg
leFNoUJmJ9o,2045,12,348,https://i.ytimg.com/vi/leFNoUJmJ9o/default.jpg
fzs6O7b9Fe0,2126,46,150,https://i.ytimg.com/vi/fzs6O7b9Fe0/default.jpg
XHkAjUVoQME,3763,77,242,https://i.ytimg.com/vi/XHkAjUVoQME/default.jpg
UQHSK-kgONk,6152,100,381,https://i.ytimg.com/vi/UQHSK-kgONk/default.jpg
#NAME?,2633,1235,1642,https://i.ytimg.com/vi/-SIp6xSP7ds/default.jpg
tNtcYIo6N04,363586,6536,21144,https://i.ytimg.com/vi/tNtcYIo6N04/default.jpg
tz23WFb8HM0,316204,3401,16887,https://i.ytimg.com/vi/tz23WFb8HM0/default.jpg
Yhea380bYp0,18820,209,1323,https://i.ytimg.com/vi/Yhea380bYp0/default.jpg
_akwfRuL4os,9362,236,2223,https://i.ytimg.com/vi/_akwfRuL4os/default.jpg
MU29Wqg_BVo,10655,74,624,https://i.ytimg.com/vi/MU29Wqg_BVo/default.jpg
X5DWRXTOUD0,48067,1722,3854,https://i.ytimg.com/vi/X5DWRXTOUD0/default.jpg
UhZ56rcWwRQ,25034,5586,5802,https://i.ytimg.com/vi/UhZ56rcWwRQ/default.jpg
nUv22OHdjQU,25901,7771,10710,https://i.ytimg.com/vi/nUv22OHdjQU/default.jpg
w7m0T370Dkk,1212,49,535,https://i.ytimg.com/vi/w7m0T370Dkk/default.jpg
aKPz583WRpQ,23051,860,2390,https://i.ytimg.com/vi/aKPz583WRpQ/default.jpg
mCcN8NVAB8A,141,13,40,https://i.ytimg.com/vi/mCcN8NVAB8A/default.jpg
sDvATt2VBxU,4402,27,617,https://i.ytimg.com/vi/sDvATt2VBxU/default.jpg
jpl2X8tDfIA,18155,111,1287,https://i.ytimg.com/vi/jpl2X8tDfIA/default.jpg
1l26UFQ06eQ,34132,3534,5446,https://i.ytimg.com/vi/1l26UFQ06eQ/default.jpg
SA7AIQw-7Ms,346407,4799,16027,https://i.ytimg.com/vi/SA7AIQw-7Ms/default.jpg
817P8W8-mGE,842329,15673,44813,https://i.ytimg.com/vi/817P8W8-mGE/default.jpg
OZqsFkJpvj0,31247,540,956,https://i.ytimg.com/vi/OZqsFkJpvj0/default.jpg
8DR0RhpKp2k,337,149,124,https://i.ytimg.com/vi/8DR0RhpKp2k/default.jpg
6ZfuNTqbHE8,2513099,49169,335920,https://i.ytimg.com/vi/6ZfuNTqbHE8/default.jpg
Z61wL27eDRw,3159,23,403,https://i.ytimg.com/vi/Z61wL27eDRw/default.jpg
nSuregWhlWk,17289,326,1160,https://i.ytimg.com/vi/nSuregWhlWk/default.jpg
QF031DwMffQ,22412,915,2957,https://i.ytimg.com/vi/QF031DwMffQ/default.jpg
tfaGleA4qYo,7218,1458,1780,https://i.ytimg.com/vi/tfaGleA4qYo/default.jpg
4WnizmrnJlk,25449,1315,3162,https://i.ytimg.com/vi/4WnizmrnJlk/default.jpg
44W9qstI8H8,12350,363,875,https://i.ytimg.com/vi/44W9qstI8H8/default.jpg
o7iL2KzDh38,216408,2603,13069,https://i.ytimg.com/vi/o7iL2KzDh38/default.jpg
nVHcXZK7pKs,351869,5023,25218,https://i.ytimg.com/vi/nVHcXZK7pKs/default.jpg
ElmsIGT85tI,49395,1189,3432,https://i.ytimg.com/vi/ElmsIGT85tI/default.jpg
nx1R-eHSkfM,0,0,0,https://i.ytimg.com/vi/nx1R-eHSkfM/default.jpg
8kFnLQySIzU,17638,1457,1868,https://i.ytimg.com/vi/8kFnLQySIzU/default.jpg
jLM2ibaRbrk,275242,2713,23595,https://i.ytimg.com/vi/jLM2ibaRbrk/default.jpg
WlZu4RmD_oU,206332,20464,27042,https://i.ytimg.com/vi/WlZu4RmD_oU/default.jpg
rCnU-IDcnnI,168031,12917,19371,https://i.ytimg.com/vi/rCnU-IDcnnI/default.jpg
Klr7j6LmBXY,8497,719,1569,https://i.ytimg.com/vi/Klr7j6LmBXY/default.jpg
os5mMTl3IBs,1672,62,100,https://i.ytimg.com/vi/os5mMTl3IBs/default.jpg
9Ktmmjt8Tq4,1843,108,339,https://i.ytimg.com/vi/9Ktmmjt8Tq4/default.jpg
JJWOLBw7tEY,878,40,375,https://i.ytimg.com/vi/JJWOLBw7tEY/default.jpg
vBuR-I4AT-o,171,17,54,https://i.ytimg.com/vi/vBuR-I4AT-o/default.jpg
Fh3zmz7Ravw,10640,334,751,https://i.ytimg.com/vi/Fh3zmz7Ravw/default.jpg
cIriwVhRPVA,18336,349,1162,https://i.ytimg.com/vi/cIriwVhRPVA/default.jpg
pfGq40iHpME,226,31,13,https://i.ytimg.com/vi/pfGq40iHpME/default.jpg
7AXo-bYGXI4,170687,2247,6938,https://i.ytimg.com/vi/7AXo-bYGXI4/default.jpg
WeyLEe1T0yo,36008,2248,3826,https://i.ytimg.com/vi/WeyLEe1T0yo/default.jpg
pfYEiDg67AI,1508,630,854,https://i.ytimg.com/vi/pfYEiDg67AI/default.jpg
v1OhsiZjpww,2248,836,34,https://i.ytimg.com/vi/v1OhsiZjpww/default.jpg
6rCBG57gQJ8,12242,224,513,https://i.ytimg.com/vi/6rCBG57gQJ8/default.jpg
k_aT3jAK_QU,4157,395,477,https://i.ytimg.com/vi/k_aT3jAK_QU/default.jpg
0EQuVfP-vXs,513,334,358,https://i.ytimg.com/vi/0EQuVfP-vXs/default.jpg
NRh8KWiCxWU,2497,13,135,https://i.ytimg.com/vi/NRh8KWiCxWU/default.jpg
J2kNt-PHayo,4106,89,295,https://i.ytimg.com/vi/J2kNt-PHayo/default.jpg
2kfIkm5qVsQ,36889,1033,2684,https://i.ytimg.com/vi/2kfIkm5qVsQ/default.jpg
4OdLgsZOM14,2984,155,366,https://i.ytimg.com/vi/4OdLgsZOM14/default.jpg
mSatYnXyXq8,4998,336,456,https://i.ytimg.com/vi/mSatYnXyXq8/default.jpg
XZNUgzO9xJA,29938,395,249,https://i.ytimg.com/vi/XZNUgzO9xJA/default.jpg
y8dm1IbpMj4,0,0,56,https://i.ytimg.com/vi/y8dm1IbpMj4/default.jpg
UAdJvXMIlXc,6076,203,522,https://i.ytimg.com/vi/UAdJvXMIlXc/default.jpg
0nybdPCuvRI,3202,271,1279,https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg
8QCxV--St8o,16106,96,1314,https://i.ytimg.com/vi/8QCxV--St8o/default.jpg
O5xqc3NcNVI,3591,59,699,https://i.ytimg.com/vi/O5xqc3NcNVI/default.jpg
BsX0xICayWI,2159,33,157,https://i.ytimg.com/vi/BsX0xICayWI/default.jpg
a8gzChJsvEo,38134,3278,6589,https://i.ytimg.com/vi/a8gzChJsvEo/default.jpg
LeWtF5y9-6Q,10514,315,825,https://i.ytimg.com/vi/LeWtF5y9-6Q/default.jpg
YL9sNrOlK-I,32845,654,2097,https://i.ytimg.com/vi/YL9sNrOlK-I/default.jpg
_KEN-cxmGw8,9038,1176,2514,https://i.ytimg.com/vi/_KEN-cxmGw8/default.jpg
evhLzq7Gsak,11383,4871,7793,https://i.ytimg.com/vi/evhLzq7Gsak/default.jpg
ggpoZyF2lU0,18674,509,617,https://i.ytimg.com/vi/ggpoZyF2lU0/default.jpg
NxuwtI5Jp_0,2251,78,354,https://i.ytimg.com/vi/NxuwtI5Jp_0/default.jpg
mOvMR9K4YNc,4321,47,207,https://i.ytimg.com/vi/mOvMR9K4YNc/default.jpg
zB1pY4n_FyQ,3745,31,234,https://i.ytimg.com/vi/zB1pY4n_FyQ/default.jpg
o9zRQijCN5w,25609,319,1099,https://i.ytimg.com/vi/o9zRQijCN5w/default.jpg
r5g85U5lJso,18249,715,992,https://i.ytimg.com/vi/r5g85U5lJso/default.jpg
nVrkQyLS4oE,27724,356,1487,https://i.ytimg.com/vi/nVrkQyLS4oE/default.jpg
4xN-jUfJAyM,405597,2242,34301,https://i.ytimg.com/vi/4xN-jUfJAyM/default.jpg
hzCeq0-Vd1U,3204,290,461,https://i.ytimg.com/vi/hzCeq0-Vd1U/default.jpg
ljEjBIZ2qCQ,12395,373,1592,https://i.ytimg.com/vi/ljEjBIZ2qCQ/default.jpg
BnANUza_uXQ,56820,1022,2986,https://i.ytimg.com/vi/BnANUza_uXQ/default.jpg
2nJ3U5dzvPs,2175,85,235,https://i.ytimg.com/vi/2nJ3U5dzvPs/default.jpg
SLJYTr78NUQ,4067,61,372,https://i.ytimg.com/vi/SLJYTr78NUQ/default.jpg
3XklsSF53pc,22691,601,1855,https://i.ytimg.com/vi/3XklsSF53pc/default.jpg
XMAMyhK-CHg,5943,156,1647,https://i.ytimg.com/vi/XMAMyhK-CHg/default.jpg
k9oMv0JzCn8,365,24,50,https://i.ytimg.com/vi/k9oMv0JzCn8/default.jpg
lb0Ymam2Za0,83419,2155,53793,https://i.ytimg.com/vi/lb0Ymam2Za0/default.jpg
5qxqo2CQakA,33295,8300,3036,https://i.ytimg.com/vi/5qxqo2CQakA/default.jpg
iEHB_opjO0k,156,2,8,https://i.ytimg.com/vi/iEHB_opjO0k/default.jpg
CXK3OiDgymo,26235,275,804,https://i.ytimg.com/vi/CXK3OiDgymo/default.jpg
ipuU0hHYiF4,41775,2564,5204,https://i.ytimg.com/vi/ipuU0hHYiF4/default.jpg
UXm1xHECZu0,27175,150,2350,https://i.ytimg.com/vi/UXm1xHECZu0/default.jpg
xe8Id7pDNOM,12147,253,2914,https://i.ytimg.com/vi/xe8Id7pDNOM/default.jpg
f3uZxD39awA,2712,1865,2189,https://i.ytimg.com/vi/f3uZxD39awA/default.jpg
w2A8q3XIhu0,23837,275,1322,https://i.ytimg.com/vi/w2A8q3XIhu0/default.jpg
xegUPsJaUKc,7396,108,435,https://i.ytimg.com/vi/xegUPsJaUKc/default.jpg
QgaYsdnOMiM,25293,307,2552,https://i.ytimg.com/vi/QgaYsdnOMiM/default.jpg
exYLX9xGoyo,29942,274,5196,https://i.ytimg.com/vi/exYLX9xGoyo/default.jpg
be3BHwNi58A,502,141,384,https://i.ytimg.com/vi/be3BHwNi58A/default.jpg
UqItlHUSN-4,115637,3474,10634,https://i.ytimg.com/vi/UqItlHUSN-4/default.jpg
6tiphMs-dCY,68401,1793,2334,https://i.ytimg.com/vi/6tiphMs-dCY/default.jpg
W8_T7MMywcs,1769,45,257,https://i.ytimg.com/vi/W8_T7MMywcs/default.jpg
e7b5hbWvWEQ,16871,384,835,https://i.ytimg.com/vi/e7b5hbWvWEQ/default.jpg
c5_LROaHGtw,279058,459,13196,https://i.ytimg.com/vi/c5_LROaHGtw/default.jpg
q9bGAAYR2MY,5645,238,474,https://i.ytimg.com/vi/q9bGAAYR2MY/default.jpg
-5WBCrazSfg,6437,109,636,https://i.ytimg.com/vi/-5WBCrazSfg/default.jpg
UVaeRX9LybU,60228,1976,11940,https://i.ytimg.com/vi/UVaeRX9LybU/default.jpg
2fGXDFiFBhg,209725,18625,52343,https://i.ytimg.com/vi/2fGXDFiFBhg/default.jpg
pDi7cezk9CA,164617,2998,22630,https://i.ytimg.com/vi/pDi7cezk9CA/default.jpg
29FW8nTF0Ww,1682,58,1009,https://i.ytimg.com/vi/29FW8nTF0Ww/default.jpg
hYip_Vuv8J0,5183,279,788,https://i.ytimg.com/vi/hYip_Vuv8J0/default.jpg
KrxDhokzEv4,24573,856,4269,https://i.ytimg.com/vi/KrxDhokzEv4/default.jpg
IbVR4kzVQrk,731,130,162,https://i.ytimg.com/vi/IbVR4kzVQrk/default.jpg
Q0hEOLm6Wrs,2261,156,149,https://i.ytimg.com/vi/Q0hEOLm6Wrs/default.jpg
8mFUhpKz01s,9132,244,972,https://i.ytimg.com/vi/8mFUhpKz01s/default.jpg
dkUF_rHF-K8,1519,271,228,https://i.ytimg.com/vi/dkUF_rHF-K8/default.jpg
hkFYWyy9Jek,106152,544,6211,https://i.ytimg.com/vi/hkFYWyy9Jek/default.jpg
o7OwzKm8aa0,23075,452,1903,https://i.ytimg.com/vi/o7OwzKm8aa0/default.jpg
Kd1xVG6f2No,6594,511,3469,https://i.ytimg.com/vi/Kd1xVG6f2No/default.jpg
Fjm81OPZbpU,32845,425,1728,https://i.ytimg.com/vi/Fjm81OPZbpU/default.jpg
TNRrY8m71u4,3293,38,519,https://i.ytimg.com/vi/TNRrY8m71u4/default.jpg
YsXK7vGLoTA,6034,417,2666,https://i.ytimg.com/vi/YsXK7vGLoTA/default.jpg
d8GHT9nK66Y,14659,634,398,https://i.ytimg.com/vi/d8GHT9nK66Y/default.jpg
NKin_i1pcFA,29851,1032,7918,https://i.ytimg.com/vi/NKin_i1pcFA/default.jpg
_UlPkHa4POE,22495,263,709,https://i.ytimg.com/vi/_UlPkHa4POE/default.jpg
Wzvr_rtI82w,148226,1038,39557,https://i.ytimg.com/vi/Wzvr_rtI82w/default.jpg
e5IRkF20JmU,27027,531,10424,https://i.ytimg.com/vi/e5IRkF20JmU/default.jpg
1vc1cKeor5A,3039,60,631,https://i.ytimg.com/vi/1vc1cKeor5A/default.jpg
zX1_qEVop0Q,4804,212,343,https://i.ytimg.com/vi/zX1_qEVop0Q/default.jpg
sOIBkZsGb0A,5750,401,616,https://i.ytimg.com/vi/sOIBkZsGb0A/default.jpg
GBhrvR838Ag,1253,708,1135,https://i.ytimg.com/vi/GBhrvR838Ag/default.jpg
Kx-TGqqMuPU,107,8,30,https://i.ytimg.com/vi/Kx-TGqqMuPU/default.jpg
lU9xmWHBTXA,9652,237,1578,https://i.ytimg.com/vi/lU9xmWHBTXA/default.jpg
FA_gIAGNDQ8,1315,55,301,https://i.ytimg.com/vi/FA_gIAGNDQ8/default.jpg
NuKHa6c2LuU,2339,55,271,https://i.ytimg.com/vi/NuKHa6c2LuU/default.jpg
9BAwZN16yo8,893,29,422,https://i.ytimg.com/vi/9BAwZN16yo8/default.jpg
