68066,406,16,27
980280,22982,555,3432
34230,54,1,37
381720,15841,229,1164
108287,4620,67,613
8539036,349243,10521,17673
161472,1174,1174,0
192033,877,66,437
239466,7071,175,645
17430235,269489,35251,36386
1230602,49877,3579,7137
8040957,343151,5379,24583
691867,6618,726,2519
307180,9429,272,549
296063,3757,327,1642
3619233,169961,1954,10644
5078246,369486,2119,35359
136973,9481,88,676
66699,3853,79,516
11490,851,16,197
242069,2824,375,527
84369,5854,30,929
55572,191,191,83
396262,18974,173,509
108081,2352,419,92
232406,2949,211,594
1175958,5047,404,3210
369291,15019,197,1698
7434919,434255,4734,38460
787508,0,0,5302
11072585,119371,10400,20757
9856767,201286,7805,10718
8533826,180591,4104,32468
1652105,31946,747,5254
788071,5169,1038,1464
653604,55145,1471,3765
87967,1874,201,724
880015,30859,7745,10041
1905799,127151,1172,4255
281064,5230,145,561
2173621,74326,13817,19679
2284394,27254,1338,1394
200225,7214,77,520
549229,35290,829,2437
6705901,471761,14126,50744
5514929,439189,4424,21011
679693,19264,1438,1048
167094,3625,591,2923
668438,3982,290,344
150340,6038,188,522
1329506,66170,608,66546
223591,1448,66,474
6066643,976121,4272,82380
145404,9703,31,620
17820,602,14,83
1839303,109122,1522,4115
233492,13899,467,1411
2758724,158996,4107,14663
164694,5293,183,373
43086,297,83,426
800306,23559,3133,2977
3443434,49546,1759,3105
429721,14372,926,2272
69018,1955,75,160
1524361,79021,1063,4659
987117,32742,1597,10123
2259888,99803,1074,15766
616420,23599,1233,3431
1885443,18930,1109,1800
925595,39452,766,5416
825470,34831,861,1950
87121,3277,99,167
538348,38894,622,2561
1494159,70072,4429,889
862532,20024,907,6421
440942,13096,558,821
1940520,50156,2652,10413
71952,2984,89,701
1042194,68764,451,5394
602977,18336,214,1299
673143,35844,722,1801
164814,1863,128,343
39502,2011,54,497
310176,2699,56,240
156892,5863,144,288
2742344,89376,1373,5077
125328,6274,535,1080
135090,5554,342,931
247839,4145,117,298
204659,7286,253,209
109409,3515,71,1742
736587,42050,630,2466
323871,8158,144,590
438681,28105,279,3348
88932,4625,49,300
127525,1094,43,414
111679,4073,163,371
21500,66,3,11
116295,4626,17,222
102941,6135,73,3930
68145,4410,115,541
4756676,236846,4695,14088
43778,1699,131,728
111946,3706,143,323
98092,4974,77,387
154905,892,49,554
916297,25035,615,1495
260902,13029,245,634
300745,1796,542,1335
39720,2229,90,338
76520,1273,545,1510
44810,2067,15,169
902096,4640,269,844
79057,2048,81,89
94841,416,43,53
57701,1061,33,230
142427,1419,162,473
89115,1273,103,261
48266,971,19,38
1305547,62453,686,0
28484854,935289,55701,128692
28227,2670,11,164
202733,4936,162,1020
119409,20963,55,1016
52217,1685,75,146
97864,2514,198,364
77068,754,143,122
149640,4619,177,331
104006,2851,136,232
8247477,61684,11773,7741
32681,2637,18,136
147767,7975,62,605
65651096,2056268,30643,97747
147834,1396,59,264
48303,552,44,182
27171,1169,19,85
2051450,53773,1405,2278
22749940,285048,23592,13789
237079,1078,26,159
409549,10949,342,583
69936,348,32,79
9878228,332589,5578,12598
442622,10485,3247,3472
1520526,33090,1197,1298
244129,2958,183,302
18381,1178,16,160
288526,1879,145,346
13238504,186073,16933,7854
1226639,37879,768,1604
2407030,105400,13026,12152
2784153,101229,1488,6462
843967,13552,2312,1153
2870929,77561,1988,3614
282742,11947,139,713
3853781,224164,3645,20838
1728879,55316,1622,6136
4101688,331580,2754,12473
5916,330,27,85
156087,1879,47,221
127593,5498,93,323
551302,57111,203,3087
192694,6980,63,434
81615,2052,216,348
3014993,83156,3374,5204
439111,5020,183,197
560152,21339,303,988
224808,9952,124,358
5226,50,11,16
164091,9647,77,989
292482,11600,220,1615
60813,971,14,64
196404,4167,309,346
2893427,9290,1003,1404
129170,5468,33,844
241827,1961,100,446
383316,23826,760,1541
119887,6304,248,356
1557497,90877,3118,1335
12316711,870899,18381,61447
679452,5666,208,463
251141,15438,427,1129
49526,50,13,99
1571,89,12,40
965191,41235,260,1724
326134,16367,412,1005
85889,2132,84,209
3389719,98101,2909,7590
188642,303,10,63
347497,17887,160,967
894216,27317,2112,5295
68299,957,248,1078
315258,12214,360,528
408828,516,112,135
139528,6180,57,265
110346,5239,109,272
1130901,38628,615,6738
43202,410,64,33
266303,10999,145,1235
595766,428,59,45
410900,1861,132,275
749260,0,0,0
973877,37781,2340,14599
160033,5898,44,556
278844,6848,400,316
30905,1157,37,113
1053682,24213,616,3639
69033,416,16,28
34285,54,1,37
385538,15919,229,1181
108942,4638,67,613
9011237,354011,10677,17821
161542,1173,1174,0
192538,879,66,438
17522035,270808,35537,36712
1279275,50696,3638,7194
263363,7369,187,685
8554056,349860,5531,24967
319349,9757,288,573
3833759,173706,2008,10766
695865,6637,730,2521
296922,3764,328,1622
5322710,374892,2184,36004
811112,28095,329,1214
138064,9521,88,678
67113,3870,80,516
11619,856,17,198
1175021,23954,1772,5461
1278950,51798,1053,7927
1260669,79092,2966,10670
945081,0,0,6346
12776633,130538,11553,24010
9421291,191296,4403,34456
1233850,80295,2947,5496
1923738,35159,843,5336
10663409,210255,8458,11227
112802,2165,272,811
2797467,148524,1585,4662
865051,5608,1227,1591
115421,5445,2043,2867
937380,32018,8057,10279
2597587,83723,15686,21213
578720,36424,905,201
2538140,28919,1448,1582
466804,5020,1258,2516
221986,7611,89,568
8097332,505290,15356,55549
5889680,458893,4635,22510
720203,19850,1517,1073
693108,4045,306,348
193591,4055,669,2536
57593,352,105,489
159593,6309,204,549
1373834,67021,640,66879
239074,1528,73,482
6674015,1003201,4600,84010
2329130,122211,1742,4400
418471,6083,264,372
279611,14937,533,1371
25168,746,35,110
617423,40618,665,2667
827907,24002,3215,2993
3758727,53377,1860,3371
3155840,167396,4394,15158
179201,5586,192,383
456680,14799,977,2317
76222,2088,85,147
150778,9808,35,641
1048329,34097,1692,10445
2407446,103092,1148,16109
645283,24187,1285,3494
102005,3590,116,183
1091211,43213,820,5980
866709,35710,882,1952
1936709,19177,1136,1812
895210,20325,936,6444
479061,13671,592,828
701536,36320,734,1813
24915,2114,13,162
1568783,72027,4811,1157
2031003,51470,2744,10669
72798,2996,89,700
639095,19158,222,1308
1109091,70416,465,5441
33314,345,12,27
40589,2054,54,520
175992,1949,133,355
2824453,91393,1402,5076
138548,6762,538,1151
139225,5699,350,956
267631,4384,123,312
169977,6152,150,315
324627,2781,58,245
111094,3544,72,1748
786437,43223,649,2504
92483,4731,50,302
461633,28614,285,3432
372649,8997,168,611
213823,7448,259,216
18506,68,3,11
139569,4728,17,225
109624,6349,76,4109
131903,1103,43,412
119894,4216,172,381
5468928,247884,5025,14903
70025,4500,115,544
45054,1735,131,752
115912,3826,146,335
1042108,5766,355,1152
979949,26032,640,1519
268719,13295,252,631
307448,1856,550,1381
173418,942,64,579
41390,2280,91,335
46025,2106,17,167
90268,2215,91,94
81903,1335,560,1476
96555,422,43,53
1447333,177927,1997,9725
145728,1420,163,477
97121,1683,29,44
102271,5099,80,387
91440,1289,103,270
30395840,960591,57370,130561
212529,5065,169,821
84732,772,166,186
29186,2724,11,164
